,title,ROI,profit,prod_budget,dom_gross,world_gross,genres,director,writer,runtime_min,release_date
0,10 000 b c,156.25302666666667,164065678,105000000,94784201,269065678,['None'],[nan],[nan],,2008-03-07
1,10 cloverfield lane,2065.7284400000003,103286422,5000000,72082999,108286422,"['Thriller', 'Horror', 'Science Fiction', 'Mystery', 'Drama']",['Dan Trachtenberg'],"['Matthew Stuecken', 'Josh Campbell', 'Damien Chazelle']",103.0,2016-03-11
2,10 days in a madhouse,-99.87819999999999,-11985384,12000000,14616,14616,"['None', 'Drama']",['Timothy Hines'],['Timothy Hines'],111.0,2015-11-11
3,10 things i hate about you,364.72269230769234,47413950,13000000,38177966,60413950,['None'],[nan],[nan],,1999-03-31
4,102 dalmatians,-21.245224705882354,-18058441,85000000,66941559,66941559,['None'],[nan],[nan],,2000-11-22
5,10th wolf,-98.202725,-7856218,8000000,54702,143782,['None'],[nan],[nan],,2006-08-18
6,11 14,-100.0,-6000000,6000000,0,0,['None'],[nan],[nan],,2005-08-12
7,12 angry men,-100.0,-340000,340000,0,0,['None'],[nan],[nan],,1957-04-13
8,12 monkeys,482.2119275862069,139841459,29000000,57141459,168841459,['None'],[nan],[nan],,1995-12-27
9,12 rounds,-13.46676,-2693352,20000000,12234694,17306648,['None'],[nan],[nan],,2009-03-27
10,12 strong,103.19536571428571,36118378,35000000,45819713,71118378,"['Drama', 'Action', 'War', 'History']",['Nicolai Fuglsig'],"['Peter Craig', 'Ted Tally', 'Doug Stanton']",130.0,2018-01-19
11,12 years a slave,805.1267149999999,161025343,20000000,56671993,181025343,"['None', 'Biography', 'History', 'Drama']",['Steve McQueen'],"['Solomon Northup', 'John Ridley']",134.0,2013-10-18
12,127 hours,234.5398388888889,42217171,18000000,18335230,60217171,"['Drama', 'Adventure', 'Thriller', 'Biography']",['Danny Boyle'],"['Aron Ralston', 'Simon Beaufoy', 'Danny Boyle']",94.0,2010-11-05
13,13 going on 30,163.94246486486486,60658712,37000000,57139723,97658712,['None'],[nan],[nan],,2004-04-23
14,13 hours the secret soldiers of benghazi,38.82274,19411370,50000000,52853219,69411370,"['None', 'Action', 'War', 'Thriller', 'Drama', 'History']",[nan],[nan],,2016-01-15
15,13 sins,-98.8112,-3952448,4000000,9134,47552,"['Horror', 'Thriller']",['Daniel Stamm'],"['David Birke', 'Daniel Stamm', 'Chookiat Sakveerakul', 'Eakasit Thairaat']",93.0,2014-04-18
16,1408,483.39275555555554,108763370,22500000,71985628,131263370,['None'],[nan],[nan],,2007-06-22
17,15 minutes,34.123485714285714,14331864,42000000,24375436,56331864,['None'],[nan],[nan],,2001-03-09
18,16 blocks,45.766980000000004,20595141,45000000,36895141,65595141,['None'],[nan],[nan],,2006-03-03
19,16 to life,-98.8426,-988426,1000000,11574,11574,['None'],[nan],[nan],,2010-09-03
20,1612,-54.9948,-6599376,12000000,0,5400624,['None'],[nan],[nan],,2009-04-07
21,17 again,248.687265,99474906,40000000,64167069,139474906,['None'],[nan],[nan],,2009-04-17
22,1776,-100.0,-4000000,4000000,0,0,['None'],[nan],[nan],,1972-11-09
23,1941,196.484375,62875000,32000000,34175000,94875000,"['Comedy', 'None']",[nan],[nan],,1979-12-14
24,1982,-100.0,-1000000,1000000,0,0,['None'],[nan],[nan],,2016-03-01
25,2 13,-100.0,-3500000,3500000,0,0,['None'],[nan],[nan],,2011-06-28
26,2 fast 2 furious,211.06658815789473,160410607,76000000,127120058,236410607,['None'],[nan],[nan],,2003-06-06
27,2 for the money,52.456895,10491379,20000000,22991379,30491379,['None'],[nan],[nan],,2005-10-07
28,2 guns,117.20166393442624,71493015,61000000,75612460,132493015,"['Comedy', 'Action', 'Crime']",['Baltasar Kormákur'],"['Steven Grant', 'Blake Masters']",109.0,2013-08-02
29,20 000 leagues under the sea,463.99999999999994,23200000,5000000,28200000,28200000,['None'],[nan],[nan],,1954-12-23
30,20 dates,813.5151515151515,536920,66000,541636,602920,['None'],[nan],[nan],,1999-02-26
31,20 feet from stardom,489.2466,4892466,1000000,4946250,5892466,"['Music', 'Documentary']",['Morgan Neville'],['Morgan Neville'],91.0,2013-06-14
32,200 cigarettes,14.207500000000001,852450,6000000,6852450,6852450,['None'],[nan],[nan],,1999-02-26
33,2001 a space odyssey,585.0290095238095,61428046,10500000,59936321,71928046,['None'],[nan],[nan],,1968-04-02
34,2012,278.838874,557677748,200000000,166112167,757677748,['None'],[nan],[nan],,2009-11-13
35,2016 obamaâ s america,1233.99764,30849941,2500000,33349941,33349941,['None'],[nan],[nan],,2012-07-13
36,2046,60.729041666666674,7287485,12000000,1442338,19287485,['None'],[nan],[nan],,2005-08-05
37,21,356.7040828571429,124846429,35000000,81159365,159846429,['None'],[nan],[nan],,2008-03-28
38,21 and over,224.5828153846154,29195766,13000000,25682380,42195766,['None'],[nan],[nan],,2013-03-01
39,21 grams,198.33812500000002,39667625,20000000,16248701,59667625,['None'],[nan],[nan],,2003-11-21
40,21 jump street,382.88673571428575,160812429,42000000,138447667,202812429,"['None', 'Action', 'Crime', 'Comedy']","['Phil Lord', 'Christopher Miller']","['Patrick Hasburgh', 'Jonah Hill', 'Michael Bacall', 'Stephen J. Cannell']",109.0,2012-03-16
41,22 jump street,562.6677520000001,281333876,50000000,191719337,331333876,"['Comedy', 'Crime', 'Action']","['Phil Lord', 'Christopher Miller']","['Patrick Hasburgh', 'Michael Bacall', 'Jonah Hill', 'Oren Uziel', 'Stephen J. Cannell', 'Rodney Rothman']",112.0,2014-06-13
42,23 blast,-45.081500000000005,-450815,1000000,549185,549185,"['Drama', 'Family', 'Sport']",['Dylan Baker'],"['Toni Hoover', 'Bram Hoover']",98.0,2014-10-24
43,24 7 twenty four seven,-96.3728,-1927456,2000000,72544,72544,['None'],[nan],[nan],,1998-04-15
44,25th hour,463.2108888888889,20844490,4500000,13084595,25344490,['None'],[nan],[nan],,2002-12-19
45,27 dresses,434.15935,130247805,30000000,76808654,160247805,['None'],[nan],[nan],,2008-01-18
46,28 days,44.33481860465116,19063972,43000000,37035515,62063972,['None'],[nan],[nan],,2000-04-14
47,28 days laterâ,936.9454125000001,74955633,8000000,45064915,82955633,['None'],[nan],[nan],,2003-06-27
48,28 weeks later,328.21809333333334,49232714,15000000,28638916,64232714,['None'],[nan],[nan],,2007-05-11
49,3,-95.89594444444445,-6904508,7200000,59774,295492,['None'],[nan],[nan],,2011-09-16
50,3 10 to yuma,48.27463541666667,23171825,48000000,53606916,71171825,['None'],[nan],[nan],,2007-09-07
51,3 backyards,-86.84166666666667,-260525,300000,39475,39475,['None'],[nan],[nan],,2011-03-11
52,3 days to kill,39.142500000000005,10959900,28000000,30697999,38959900,"['None', 'Action', 'Thriller', 'Drama']",['McG'],"['Luc Besson', 'Adi Hasak']",117.0,2014-02-21
53,3 men and a baby,1018.5397333333333,152780960,15000000,167780960,167780960,['None'],[nan],[nan],,1987-11-25
54,3 ninjas kick back,-41.2752,-8255040,20000000,11744960,11744960,['None'],[nan],[nan],,1994-05-06
55,3 strikes,145.533375,5821335,4000000,9821335,9821335,['None'],[nan],[nan],,2000-03-01
56,30 days of night,167.58718666666667,50276156,30000000,39568996,80276156,['None'],[nan],[nan],,2007-10-19
57,30 minutes or less,46.3097,12966716,28000000,37053924,40966716,"['Comedy', 'Action', 'Adventure', 'Crime']",['Ruben Fleischer'],"['Michael Diliberti', 'Matthew Sullivan']",83.0,2011-08-12
58,30 nights of paranormal activity with the devil inside the girl with the dragon tattoo,-100.0,-3000000,3000000,0,0,['Comedy'],['Craig Moss'],['Craig Moss'],80.0,2013-01-15
59,300,656.9365583333333,394161935,60000000,210614939,454161935,['None'],[nan],[nan],,2007-03-09
60,300 rise of an empire,200.70913727272725,220780051,110000000,106580051,330780051,"['Action', 'War', 'Fantasy']",['Noam Murro'],"['Frank Miller', 'Kurt Johnstad', 'Zack Snyder']",102.0,2014-03-07
61,3000 miles to graceland,-69.82443870967742,-43291152,62000000,15738632,18708848,['None'],[nan],[nan],,2001-02-23
62,31,-38.48486666666667,-577273,1500000,779820,922727,"['Horror', 'Thriller', 'Mystery']",['Rob Zombie'],['Rob Zombie'],102.0,2016-10-21
63,355,-100.0,-75000000,75000000,0,0,['None'],[nan],[nan],,2019-12-31
64,4 11,-100.0,-250000,250000,0,0,['None'],[nan],[nan],,2015-01-01
65,4 luni 3 saptamani si 2 zile,1232.5728888888889,11093156,900000,1196321,11993156,['None'],[nan],[nan],,2008-01-25
66,40 days and 40 nights,459.3686294117647,78092667,17000000,37939782,95092667,['None'],[nan],[nan],,2002-03-01
67,40 weeks,-100.0,-900000,900000,0,0,['None'],[nan],[nan],,2014-12-31
68,42,214.42161612903226,66470701,31000000,95020213,97470701,"['Drama', 'Biography', 'Sport']",['Brian Helgeland'],['Brian Helgeland'],128.0,2013-04-12
69,42nd street,419.5899772209567,1842000,439000,1438000,2281000,['None'],[nan],[nan],,1933-03-09
70,47 ronin,-13.304677142857143,-23283185,175000000,38362475,151716815,"['Drama', 'Action', 'Adventure', 'Fantasy']",['Carl Rinsch'],"['Walter Hamada', 'Hossein Amini', 'Chris Morgan']",128.0,2013-12-25
71,5 days of war,-99.26839166666667,-11912207,12000000,17479,87793,"['None', 'Action', 'War', 'Drama']",['Renny Harlin'],"['David Battle', 'Mikko Alanne']",113.0,2011-08-19
72,50 50,416.6841875,33334735,8000000,35016118,41334735,"['Comedy', 'Romance', 'Drama']",['Jonathan Levine'],['Will Reiser'],100.0,2011-09-30
73,50 first dates,161.7604386666667,121320329,75000000,120776832,196320329,['None'],[nan],[nan],,2004-02-13
74,50 to 1,-89.30546,-8930546,10000000,1069454,1069454,"['Comedy', 'Drama']",['Jim Wilson'],"['Faith Conroy', 'Jim Wilson']",110.0,2014-03-21
75,500 days of summer,359.18746666666664,26939060,7500000,32425665,34439060,['None'],[nan],[nan],,2009-07-17
76,51 birch street,-75.80314285714286,-265311,350000,84689,84689,['None'],[nan],[nan],,2006-10-18
77,54,28.901253846153846,3757163,13000000,16757163,16757163,['None'],[nan],[nan],,1998-08-28
78,55 days at peking,-41.17647058823529,-7000000,17000000,10000000,10000000,['None'],[nan],[nan],,1963-05-29
79,8 days,-100.0,-2500000,2500000,0,0,['None'],[nan],[nan],,2015-10-13
80,8 femmes,429.7053125,34376425,8000000,3076425,42376425,['None'],[nan],[nan],,2002-09-20
81,8 heads in a duffel bag,33.42946666666667,1002884,3000000,3602884,4002884,['None'],[nan],[nan],,1997-04-18
82,8 mile,499.4350829268293,204768384,41000000,116724075,245768384,['None'],[nan],[nan],,2002-11-08
83,8 million ways to die,-92.74936666666666,-16694886,18000000,1305114,1305114,['None'],[nan],[nan],,1986-04-25
84,8 the mormon proposition,-95.9888,-2399720,2500000,100280,100280,"['None', 'Documentary']","['Steven Greenstreet', 'Reed Cowan']",['Reed Cowan'],80.0,2010-06-18
85,88 minutes,9.851329999999999,2955399,30000000,16930884,32955399,['None'],[nan],[nan],,2008-04-18
86,8mm,140.997065,56398826,40000000,36443442,96398826,['None'],[nan],[nan],,1999-02-26
87,9,61.866663333333335,18559999,30000000,31749894,48559999,['None'],[nan],[nan],,2009-09-09
88,90 minutes in heaven,-3.67716,-183858,5000000,4816142,4816142,['Drama'],['Michael Polish'],"['Don Piper', 'Michael Polish', 'Cecil Murphey']",121.0,2015-09-11
89,a bad moms christmas,356.1091071428571,99710550,28000000,72110659,127710550,"['Comedy', 'Adventure']","['Scott Moore', 'Jon Lucas']","['Scott Moore', 'Jon Lucas']",104.0,2017-11-01
90,a beautiful mind,307.266741025641,239668058,78000000,170708996,317668058,['None'],[nan],[nan],,2001-12-21
91,a better life,-81.15749,-8115749,10000000,1759252,1884251,"['Drama', 'Romance']","['Chris Weitz', 'Cédric Kahn']","['Cédric Kahn', 'Eric Eason', 'Catherine Paillé', 'Roger L. Simon']",98.0,2011-06-24
92,a bridge too far,95.38461538461539,24800000,26000000,50800000,50800000,['None'],[nan],[nan],,1977-06-15
93,a bug s life,706.8784866666666,318095319,45000000,162798565,363095319,['None'],[nan],[nan],,1998-11-20
94,a c o r n s operation crackdown,-84.07897647058824,-7146713,8500000,0,1353287,['None'],[nan],[nan],,2016-11-01
95,a charlie brown christmas,-100.0,-150000,150000,0,0,['None'],[nan],[nan],,2009-10-06
